Item,Sales_Count,Stock_Level,Demand_Score,Profit_Margin,Competitor_Saturation,Reorder_Frequency,Stock_to_Sales_Ratio,Demand_to_Stock_Ratio,Location_Bangalore,Location_Bhopal,Location_Chennai,Location_Delhi,Location_Hyderabad,Location_Indore,Location_Jaipur,Location_Kolkata,Location_Lucknow,Location_Mumbai,Location_Nagpur,Location_Pune,Location_Surat,Location_Visakhapatnam,Category_Electronics,Category_Grocery,Category_Home Essentials,Category_Stationery,Recommendation_Score,Shop_ID
Marker,0.5412121212121213,0.8323232323232324,0.6,0.4377777777777777,28,0.5412121212121213,0.5400445667846375,0.3274531422271223,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.540017,dd7feb71
Eraser,0.2155555555555555,0.9232323232323232,1.0,0.8124444444444445,10,0.2155555555555555,0.7595147083264085,0.5199579831932774,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.21886441,fe946cec
TV,0.1575757575757575,0.9494949494949496,0.0999999999999999,0.0908888888888889,16,0.1575757575757575,0.8202443280977314,0.0512953367875647,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1610714,eadf5263
Eraser,0.306060606060606,0.698989898989899,0.0999999999999999,0.5668888888888889,15,0.306060606060606,0.5351894818252128,0.0588585017835909,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.30566797,6b494a5a
Mop,0.2058585858585858,0.107070707070707,0.525,0.4831111111111111,17,0.2058585858585858,0.0887920924778019,0.4742244525547445,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.20560242,020d9729
Pencil,0.367070707070707,0.1777777777777777,0.8999999999999999,0.1266666666666666,20,0.367070707070707,0.1300428550317718,0.7641509433962265,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.36604598,7e7087af
Flour,0.4777777777777777,0.5232323232323233,0.825,0.7202222222222221,14,0.4777777777777777,0.3540669856459331,0.5416114058355437,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.47624606,de21df9a
Formal Shirt,0.4391919191919192,0.3717171717171717,0.35,0.6284444444444445,18,0.4391919191919192,0.2582818641212802,0.2551546391752577,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4394438,2943a7ca
Jacket,0.4329292929292929,0.0464646464646464,0.35,0.2371111111111111,16,0.4329292929292929,0.0324263358240518,0.3344594594594595,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.43151757,199cba3e
Hoodie,0.126060606060606,0.8141414141414142,0.7749999999999999,0.6324444444444445,14,0.126060606060606,0.7229996411912452,0.4271993318485522,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.118837684,593c13e5
Pen,0.7028282828282829,0.4909090909090909,0.15,0.1366666666666666,22,0.7028282828282829,0.2882904259105469,0.1006097560975609,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.7034179,6836b71f
Camera,0.3757575757575757,0.2303030303030303,0.75,0.2724444444444445,16,0.3757575757575757,0.1674008810572687,0.6096059113300493,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.3743031,f9766311
Stapler,0.4278787878787878,0.1757575757575757,0.25,0.6942222222222223,22,0.4278787878787878,0.1230899830220712,0.2126288659793814,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4295097,64a78ce1
T-shirt,0.4541414141414141,0.105050505050505,0.2249999999999999,0.2071111111111111,17,0.4541414141414141,0.0722422895248679,0.2036106032906763,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.45415717,fe025cd1
Marker,0.8870707070707071,0.7353535353535354,0.55,0.1248888888888888,20,0.8870707070707071,0.3896799057916711,0.3169383003492433,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.88710123,26e64dd7
Rice,0.0915151515151515,0.9636363636363636,0.925,0.579111111111111,15,0.0915151515151515,0.8828428650749583,0.4710648148148148,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.09305197,0ede7c52
Coffee,0.8892929292929294,0.894949494949495,0.25,0.2706666666666666,18,0.8892929292929294,0.4736954662104363,0.1319296375266524,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.8893226,72d05738
Mop,0.0701010101010101,0.9757575757575758,0.075,0.9108888888888887,22,0.0701010101010101,0.911836888804984,0.0379601226993865,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.071272,a3afc2d7
Flour,0.6038383838383838,0.9333333333333332,0.125,0.0108888888888888,15,0.6038383838383838,0.5819372716966872,0.0646551724137931,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.6066145,220f5f21
Eggs,0.2741414141414141,0.4727272727272727,0.0499999999999999,0.2391111111111111,14,0.2741414141414141,0.3710163310607262,0.0339506172839505,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.2786562,ae4f572d
Mop,0.0323232323232323,0.4161616161616162,0.925,0.6604444444444444,22,0.0323232323232323,0.4031311154598826,0.6531740370898717,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.03119009,4e2439d0
Speakers,0.8452525252525253,0.5212121212121212,0.5,0.5688888888888889,13,0.8452525252525253,0.2824611342237793,0.3286852589641434,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.8448731,c279461a
Flour,0.8054545454545455,0.1535353535353535,0.65,0.4593333333333334,21,0.8054545454545455,0.0850397225019581,0.5634851138353766,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.80331814,536ee480
Cooking Oil,0.0701010101010101,0.397979797979798,0.725,0.431111111111111,13,0.0701010101010101,0.3719086275250142,0.5186054913294798,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.07101666,46c81975
Sneakers,0.4676767676767677,0.3494949494949494,0.35,0.6395555555555555,15,0.4676767676767677,0.2381280110116998,0.2593562874251497,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.46826982,8b96a383
Wheat,0.6842424242424243,0.9494949494949496,0.575,0.7568888888888889,12,0.6842424242424243,0.5637519491423774,0.2949481865284973,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6878534,953172d6
Pulses,0.3337373737373737,0.4262626262626262,0.175,0.2068888888888889,7,0.3337373737373737,0.3196001211754013,0.1226983002832861,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.3339932,bc21d00e
Eraser,0.5143434343434344,0.008080808080808,0.7,0.3713333333333334,19,0.5143434343434344,0.0053361792956242,0.6943887775551103,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.5154017,fac715cd
Rice,0.0511111111111111,0.0969696969696969,0.625,0.2644444444444444,11,0.0511111111111111,0.0922544685758215,0.5697513812154696,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0490651,f5ca346d
Tablet,0.1961616161616161,0.985858585858586,0.65,0.1906666666666667,17,0.1961616161616161,0.8241851038675901,0.3273143438453713,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.1944493,6e24bca3
Detergent,0.4723232323232323,0.2888888888888888,0.8,0.5377777777777777,15,0.4723232323232323,0.1962129527991218,0.6206896551724139,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.47130033,cd9dbd57
Detergent,0.0117171717171717,0.3595959595959596,0.725,0.3177777777777778,19,0.0117171717171717,0.3554313099041533,0.5332466567607727,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0120413,3e7b7131
Toothpaste,0.5777777777777778,0.2707070707070707,0.6,0.3940000000000001,22,0.5777777777777778,0.1715749039692701,0.4721780604133545,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.57703686,f8d1a345
Formal Shirt,0.5430303030303031,0.7393939393939395,0.75,0.7757777777777777,19,0.5430303030303031,0.4791830322073842,0.431184668989547,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.54708934,3b4710b8
Detergent,0.7343434343434344,0.0242424242424242,0.425,0.5257777777777778,16,0.7343434343434344,0.0139778683750727,0.4149408284023669,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.73504925,69800d4d
Tablet,0.5808080808080809,0.787878787878788,0.0499999999999999,0.5588888888888889,23,0.5808080808080809,0.4984025559105431,0.0279661016949151,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.58040804,e7ad6ee8
Glue,0.3337373737373737,0.9494949494949496,0.375,0.6933333333333334,19,0.3337373737373737,0.7119054831869132,0.1923575129533678,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.33159417,58c0307f
Formal Shirt,0.5086868686868687,0.1090909090909091,0.425,0.429111111111111,26,0.5086868686868687,0.0723085163363685,0.3831967213114753,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.50611085,56878cd9
Shampoo,0.364040404040404,0.7131313131313132,0.725,0.9328888888888888,18,0.364040404040404,0.522808056872038,0.4232016509433962,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.36244524,482aef9b
Detergent,0.6856565656565657,0.898989898989899,0.175,0.2748888888888889,19,0.6856565656565657,0.5333173537871524,0.0921542553191489,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.68665195,8ffa6873
Coffee,0.0545454545454545,0.8020202020202021,0.75,0.4522222222222222,13,0.0545454545454545,0.760536398467433,0.4161995515695067,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.05143244,39b88c40
T-shirt,0.027070707070707,0.406060606060606,0.7749999999999999,0.5973333333333333,22,0.027070707070707,0.3953579858379228,0.5511853448275862,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0312415,9e01c4cd
Stapler,0.7345454545454546,0.3171717171717171,0.0499999999999999,0.9146666666666664,23,0.7345454545454546,0.1828558117866293,0.0379601226993864,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7376163,4851bfcd
Tablet,0.3890909090909091,0.0121212121212121,0.5,0.4026666666666667,19,0.3890909090909091,0.0087260034904013,0.4940119760479041,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.39108342,7db89a7f
Smartwatch,0.4381818181818182,0.2787878787878787,0.2,0.536,15,0.4381818181818182,0.1938474504846185,0.1563981042654028,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.44015524,b9fe6a44
Soap,0.4131313131313131,0.5595959595959596,0.7,0.8862222222222222,24,0.4131313131313131,0.3959971408148677,0.4488341968911916,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4115345,f77bafc1
Toothpaste,0.675959595959596,0.694949494949495,0.075,0.901111111111111,22,0.675959595959596,0.4146576663452266,0.044249106078665,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6765374,e13772f4
Coffee,0.68,0.3454545454545454,0.4499999999999999,0.5391111111111111,18,0.68,0.2056277056277055,0.3344594594594594,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.68113256,813d9a3e
Detergent,0.4832323232323232,0.1636363636363636,0.925,0.8893333333333333,18,0.4832323232323232,0.1103241623535821,0.7949218750000001,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.48341233,26e48e36
Pulses,0.4248484848484848,0.402020202020202,0.3,0.2306666666666667,13,0.4248484848484848,0.2821494399546292,0.2139769452449567,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.42446363,99f31a35
Tablet,0.6482828282828283,0.4747474747474747,0.375,0.9113333333333332,15,0.6482828282828283,0.2880254933202598,0.2542808219178082,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.64962506,a13bcec3
Tablet,0.3987878787878788,0.7737373737373738,0.75,0.3591111111111111,23,0.3987878787878788,0.5531484690930099,0.4228359908883826,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.40365976,0d545afb
Eraser,0.6547474747474747,0.8747474747474748,0.275,0.4826666666666666,25,0.6547474747474747,0.5286289830301552,0.1466864224137931,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6560469,82307e9b
Mop,0.6537373737373737,0.4747474747474747,0.0999999999999999,0.9126666666666668,25,0.6537373737373737,0.2870754947471292,0.0678082191780821,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6531754,aecf05d1
Cooking Oil,0.485050505050505,0.1757575757575757,0.975,0.480888888888889,17,0.485050505050505,0.1183512447286083,0.8292525773195876,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.48456705,ad9262bc
Glue,0.7791919191919192,0.896969696969697,0.95,0.5519999999999999,17,0.7791919191919192,0.5041444305665947,0.5007987220447284,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.78238875,577ba711
